city_or_county,state_abr,n_rpts_x,n_injured_x,n_killed_x,n_injured_y,n_rpts_y,n_killed_y
Reidsville,GA,1,0,0,0,1,0
Reidsville,NC,41,25,11,25,41,11
Reinholds,PA,1,0,0,0,1,0
Reisterstown,MD,6,0,3,0,6,3
Rembert,SC,2,0,2,0,2,2
Remerton,GA,1,1,0,1,1,0
Remsen,IA,1,1,0,1,1,0
Reno,NV,232,103,69,103,232,69
Reno (Cold Springs),NV,1,0,0,0,1,0
Reno (Lemmon Valley),NV,1,1,0,1,1,0
Reno (Stead),NV,1,0,1,0,1,1
Reno County,KS,1,1,0,1,1,0
Rensselaer,NY,3,0,0,0,3,0
Renton,WA,51,40,13,40,51,13
Renton (Cascade),WA,1,2,0,2,1,0
Renville (county),ND,1,1,0,1,1,0
Represa,CA,2,2,1,2,2,1
Republic,MO,8,3,1,3,8,1
Republic,OH,1,0,1,0,1,1
Republic,PA,1,0,1,0,1,1
Republic Township,MI,1,0,1,0,1,1
Resaca,GA,4,0,3,0,4,3
Reseda,CA,14,7,6,7,14,6
Reserve,LA,25,14,3,14,25,3
Reserve,MT,1,1,0,1,1,0
Reston,VA,6,5,3,5,6,3
Reva,VA,1,1,0,1,1,0
Revere,MA,68,12,3,12,68,3
Rex,GA,1,0,1,0,1,1
Rexburg,ID,10,1,1,1,10,1
Rexville,NY,1,0,0,0,1,0
Reynolds (county),MO,1,1,2,1,1,2
Reynoldsburg,OH,17,10,10,10,17,10
Rhea (county),TN,1,0,0,0,1,0
Rhine,GA,2,1,1,1,2,1
Rhinebeck,NY,1,0,0,0,1,0
Rhinelander,WI,3,1,1,1,3,1
Rhinelander (Pelican),WI,2,0,0,0,2,0
Rhodes,IA,1,2,0,2,1,0
Rhodesdale,MD,1,0,1,0,1,1
Rhome,TX,1,0,1,0,1,1
Rialto,CA,22,9,7,9,22,7
Rice,MN,1,0,1,0,1,1
Rice,TX,2,1,5,1,2,5
Rice,WA,1,1,1,1,1,1
Rice Lake,WI,7,1,2,1,7,2
Riceville,TN,1,1,0,1,1,0
Rich Square,NC,3,4,0,4,3,0
Richard City,TN,2,0,2,0,2,2
Richardson,TX,8,4,4,4,8,4
Richardton,ND,1,0,0,0,1,0
Richfield,MN,1,0,0,0,1,0
Richfield,NC,1,1,1,1,1,1
Richfield,OH,2,0,1,0,2,1
Richfield,UT,6,4,0,4,6,0
Richfield,WI,3,0,1,0,3,1
Richfield (Venice),UT,1,0,1,0,1,1
Richfield Springs (Richfield),NY,1,0,0,0,1,0
Richgrove,CA,1,0,1,0,1,1
Richland,MI,1,1,0,1,1,0
Richland,MS,5,3,4,3,5,4
Richland,PA,1,0,0,0,1,0
Richland,SC,2,3,0,3,2,0
Richland,WA,10,0,0,0,10,0
Richland (county),NC,1,0,0,0,1,0
Richland (county),SC,69,44,6,44,69,6
Richland Center,WI,3,0,0,0,3,0
Richland County,OH,2,0,1,0,2,1
Richland County,SC,50,32,2,32,50,2
Richland Hills,TX,2,2,0,2,2,0
Richland Parish,LA,1,0,1,0,1,1
Richland Parish (county),LA,1,1,0,1,1,0
Richlands,NC,7,1,0,1,7,0
Richlands,VA,2,1,1,1,2,1
Richmond,CA,160,102,68,102,160,68
Richmond,IL,2,0,0,0,2,0
Richmond,IN,88,38,10,38,88,10
Richmond,KY,42,14,13,14,42,13
Richmond,MA,1,0,0,0,1,0
Richmond,ME,4,2,1,2,4,1
Richmond,MI,1,0,0,0,1,0
Richmond,MN,1,1,0,1,1,0
Richmond,RI,2,0,0,0,2,0
Richmond,TX,20,6,11,6,20,11
Richmond,VA,994,696,244,696,994,244
Richmond,VT,2,0,0,0,2,0
Richmond (Bon Air),VA,1,0,0,0,1,0
Richmond (North Chesterfield),VA,5,0,0,0,5,0
Richmond (Richmnd),VA,1,0,1,0,1,1
Richmond (Richmond Township),MI,1,0,0,0,1,0
Richmond (county),GA,5,2,2,2,5,2
Richmond County,GA,12,8,2,8,12,2
Richmond Heights,MO,1,0,0,0,1,0
Richmond Heights,OH,1,0,0,0,1,0
Richmond Hill,GA,7,1,2,1,7,2
Richmond Hill,NY,4,7,0,7,4,0
Richmond Township,MI,1,1,0,1,1,0
Richton Park,IL,6,6,2,6,6,2
Richwood,OH,1,0,1,0,1,1
Richwoods,MO,1,1,0,1,1,0
Rickman,TN,1,0,1,0,1,1
Riddle,OR,2,0,2,0,2,2
Ridge Spring,SC,5,3,0,3,5,0
Ridgecrest,CA,6,0,3,0,6,3
Ridgefield,CT,3,1,0,1,3,0
Ridgefield,WA,7,3,2,3,7,2
Ridgefield Park,NJ,3,1,2,1,3,2
Ridgeland,MS,18,13,2,13,18,2
Ridgeland,SC,37,14,16,14,37,16
Ridgeland,WI,1,0,0,0,1,0
Ridgeland (Mitchellville),SC,1,0,0,0,1,0
Ridgeville,SC,11,5,4,5,11,4
Ridgeway,NC,1,0,2,0,1,2
Ridgeway,SC,1,0,1,0,1,1
Ridgeway,VA,2,1,1,1,2,1
Ridgeway,WI,2,0,1,0,2,1
Ridgewood,NJ,1,0,0,0,1,0
Ridgewood,NY,6,2,1,2,6,1
Ridgway,PA,2,1,0,1,2,0
Ridley Park,PA,2,2,0,2,2,0
Riegelwood,NC,2,0,0,0,2,0
Rienzi,MS,1,0,1,0,1,1
Rifle,CO,5,1,1,1,5,1
Rigby,ID,7,3,1,3,7,1
Riley (county),KS,2,0,0,0,2,0
Riley County,KS,1,1,0,1,1,0
Rimrock,AZ,3,0,4,0,3,4
Rincon,GA,26,2,1,2,26,1
Rindge,NH,1,0,0,0,1,0
Rineyville,KY,1,1,0,1,1,0
Ringgold,GA,8,2,3,2,8,3
Ringgold,LA,3,0,1,0,3,1
Ringgold,VA,3,0,0,0,3,0
Ringgold County,IA,1,0,0,0,1,0
Ringling,OK,1,0,0,0,1,0
Ringold,OK,1,0,0,0,1,0
Ringtown,PA,2,1,1,1,2,1
Ringwood,NJ,4,1,3,1,4,3
Rio,WI,2,0,1,0,2,1
Rio Dell,CA,5,2,2,2,5,2
Rio Grande,NJ,2,1,0,1,2,0
Rio Grande City,TX,9,2,8,2,9,8
Rio Linda,CA,6,1,5,1,6,5
Rio Rancho,NM,24,12,11,12,24,11
Rio Rico,AZ,1,0,0,0,1,0
Ripley,MS,4,1,3,1,4,3
Ripley,NY,2,0,0,0,2,0
Ripley,OH,2,0,1,0,2,1
Ripley,OK,2,0,1,0,2,1
Ripley,TN,5,5,3,5,5,3
Ripley,WV,3,0,0,0,3,0
Ripley County,IN,1,0,0,0,1,0
Ripon,CA,3,0,2,0,3,2
Ripon,WI,2,2,0,2,2,0
Ripton,VT,1,0,0,0,1,0
Ririe,ID,3,0,0,0,3,0
Rising Fawn,GA,1,0,0,0,1,0
Rising Sun,IN,1,0,1,0,1,1
Rising Sun,MD,2,0,1,0,2,1
Risingsun,OH,1,0,0,0,1,0
Ritchie (county),WV,1,0,1,0,1,1
Rittman,OH,2,0,0,0,2,0
River Falls,WI,3,1,0,1,3,0
River Falls (Troy),WI,1,0,0,0,1,0
River Forest,IL,4,4,6,4,4,6
River Hills,WI,1,0,1,0,1,1
River Ridge,LA,2,1,0,1,2,0
River Rouge,MI,2,0,2,0,2,2
Riverbank,CA,2,1,0,1,2,0
Riverdale,CA,3,3,0,3,3,0
Riverdale,GA,44,24,27,24,44,27
Riverdale,IL,20,12,10,12,20,10
Riverdale,MD,8,6,3,6,8,3
Riverdale,NJ,1,0,0,0,1,0
Riverdale,UT,1,0,0,0,1,0
Riverdale (Riverdale Park),MD,1,0,1,0,1,1
Riverdale Park,MD,1,2,0,2,1,0
Riverhead,NY,21,5,1,5,21,1
Riverhead (Flanders),NY,4,0,1,0,4,1
Riverside,CA,97,47,28,47,97,28
Riverside,IL,8,0,0,0,8,0
Riverside,MO,3,2,1,2,3,1
Riverside,NJ,2,0,1,0,2,1
Riverside,OH,4,2,2,2,4,2
Riverside,TX,1,1,0,1,1,0
Riverside,WA,1,0,1,0,1,1
Riverside (Jurupa Valley),CA,26,8,12,8,26,12
Riverside (North Riverside),IL,1,0,1,0,1,1
Riverside (Woodcrest),CA,1,1,0,1,1,0
Riverside (county),CA,11,3,5,3,11,5
Riverside County,CA,2,0,1,0,2,1
Riverton,IL,3,1,1,1,3,1
Riverton,UT,3,3,0,3,3,0
Riverton,WY,6,2,2,2,6,2
Riverton (Bluffdale),UT,1,1,0,1,1,0
Riverton (Cinnaminson),NJ,1,0,0,0,1,0
Riverview,FL,30,9,8,9,30,8
Riverview,MI,3,1,0,1,3,0
Riverview,MO,1,1,1,1,1,1
Rives Junction,MI,1,0,0,0,1,0
Riviera Beach,FL,30,19,9,19,30,9
Riviera Beach,MD,1,0,1,0,1,1
Roan Mountain,TN,3,3,0,3,3,0
Roane (county),WV,2,0,0,0,2,0
Roane County,TN,1,1,0,1,1,0
Roane County,WV,1,0,1,0,1,1
Roanoke,IL,1,0,0,0,1,0
Roanoke,LA,2,0,1,0,2,1
Roanoke,VA,227,157,43,157,227,43
Roanoke (Cave Spring),VA,5,4,0,4,5,0
Roanoke (Hollins),VA,1,0,0,0,1,0
Roanoke (county),VA,5,1,1,1,5,1
Roanoke County,VA,1,1,0,1,1,0
Roanoke Rapids,NC,49,30,7,30,49,7
Roanoke Rapids (Roanoke Rapid),NC,2,1,0,1,2,0
Roaring River,NC,1,0,1,0,1,1
Roaring Spring,PA,1,0,0,0,1,0
Robards,KY,2,2,0,2,2,0
Robbins,IL,7,3,7,3,7,7
Robbins,NC,3,2,1,2,3,1
Robbinsdale,MN,1,0,0,0,1,0
Robbinsville,NC,1,0,1,0,1,1
Robbinsville,NJ,1,0,0,0,1,0
Robeline,LA,1,1,1,1,1,1
Robersonville,NC,2,1,0,1,2,0
Robert,LA,2,0,0,0,2,0
Roberta,GA,1,2,0,2,1,0
Roberts,ID,1,2,0,2,1,0
Robertsdale,AL,7,1,4,1,7,4
Robertson (county),TN,2,0,0,0,2,0
Robertson County,TN,1,1,0,1,1,0
Robertsville,MO,8,4,2,4,8,2
Robertsville,SC,1,1,0,1,1,0
Robeson (county),NC,13,9,9,9,13,9
Robeson County,NC,9,4,8,4,9,8
Robinson,PA,1,0,0,0,1,0
Robinsonville,MS,4,5,2,5,4,2
Robstown,TX,6,1,5,1,6,5
Roca,NE,1,0,0,0,1,0
Rochelle Park,NJ,2,1,0,1,2,0
Rochester,IL,2,0,1,0,2,1
Rochester,IN,6,1,1,1,6,1
Rochester,MA,1,0,1,0,1,1
Rochester,MI,2,2,1,2,2,1
Rochester,MN,173,28,8,28,173,8
Rochester,NH,90,4,2,4,90,2
Rochester,NY,689,513,94,513,689,94
Rochester,PA,1,1,0,1,1,0
Rochester,WA,3,0,1,0,3,1
Rochester (Brighton),NY,6,0,0,0,6,0
Rochester (Gates),NY,7,1,0,1,7,0
Rochester (Greece),NY,12,4,3,4,12,3
Rochester (Irondequoit),NY,5,3,1,3,5,1
Rochester (Oakland Township),MI,1,1,0,1,1,0
Rochester (Rochester Hills),MI,10,3,3,3,10,3
Rochester Hills,MI,3,0,0,0,3,0
Rock,WV,3,3,0,3,3,0
Rock (county),WI,2,1,1,1,2,1
Rock Falls,IL,9,6,5,6,9,5
Rock Falls (Yeowardville),IL,1,0,0,0,1,0
Rock Hill,NY,5,0,1,0,5,1
Rock Hill,SC,338,90,33,90,338,33
Rock Island,IL,24,12,9,12,24,9
Rock Island,WA,1,1,0,1,1,0
Rock Spring,GA,1,1,1,1,1,1
Rock Springs,WY,3,1,1,1,3,1
Rock Valley,IA,2,1,0,1,2,0
Rockaway,NJ,3,0,0,0,3,0
Rockaway Beach,OR,2,1,0,1,2,0
Rockbridge (county),VA,2,0,2,0,2,2
Rockbridge County,VA,1,0,0,0,1,0
Rockcastle County,KY,1,0,0,0,1,0
Rockdale,TX,2,0,3,0,2,3
Rockdale (county),GA,2,1,0,1,2,0
Rockfield,KY,2,1,0,1,2,0
Rockford,AL,1,0,0,0,1,0
Rockford,IL,842,392,77,392,842,77
Rockford,OH,1,0,0,0,1,0
Rockford,TN,2,0,1,0,2,1
Rockford,WA,1,3,1,3,1,1
Rockholds,KY,4,2,0,2,4,0
Rockingham,NC,7,5,2,5,7,2
Rockingham (county),NC,1,2,0,2,1,0
Rockingham County,NC,1,0,0,0,1,0
Rockland,MA,6,1,0,1,6,0
Rockland,ME,6,1,0,1,6,0
Rockledge,FL,11,3,5,3,11,5
Rockledge (Viera),FL,2,0,1,0,2,1
Rocklin,CA,12,1,2,1,12,2
Rockmart,GA,3,0,2,0,3,2
Rockport,ME,2,0,0,0,2,0
Rockport,TX,4,4,2,4,4,2
Rocksprings,TX,2,1,0,1,2,0
Rockton,IL,3,0,1,0,3,1
Rockton,WI,1,0,0,0,1,0
Rockville,IN,1,1,0,1,1,0
Rockville,MD,7,3,1,3,7,1
Rockville Centre,NY,1,0,0,0,1,0
Rockville Centre (Lakeview),NY,1,0,0,0,1,0
Rockwall,TX,5,2,1,2,5,1
Rockwell,NC,13,4,2,4,13,2
Rockwood,ME,1,0,0,0,1,0
Rockwood,TN,4,2,1,2,4,1
Rocky Comfort,MO,1,0,1,0,1,1
Rocky Ford,CO,2,1,1,1,2,1
Rocky Hill,CT,7,1,1,1,7,1
Rocky Mount,NC,137,87,32,87,137,32
Rocky Mount,VA,9,5,3,5,9,3
Rocky Point,NC,3,2,0,2,3,0
Rocky Point,NY,1,0,0,0,1,0
Rocky River,OH,6,0,1,0,6,1
Rodeo,CA,4,0,5,0,4,5
Rodessa,LA,1,1,0,1,1,0
Roe (Aberdeen),AR,1,0,0,0,1,0
Roebling,NJ,2,0,0,0,2,0
Roebuck,SC,7,4,1,4,7,1
Rogers,AR,15,3,2,3,15,2
Rogers,MN,2,0,0,0,2,0
Rogers,OH,2,2,4,2,2,4
Rogers (Little Flock),AR,1,2,0,2,1,0
Rogers (county),OK,5,0,1,0,5,1
Rogers County,OK,1,1,0,1,1,0
Rogersville,AL,1,1,0,1,1,0
Rogersville,MO,2,0,1,0,2,1
Rogersville,TN,11,5,1,5,11,1
Rogue River,OR,6,0,1,0,6,1
Rohnert Park,CA,6,3,0,3,6,0
Roland,AR,1,0,1,0,1,1
Roland,OK,2,0,2,0,2,2
Rolesville,NC,2,0,2,0,2,2
Rolette (county),ND,1,0,0,0,1,0
Rolla,MO,8,4,2,4,8,2
Rolla,ND,1,0,1,0,1,1
Rolling Fork,MS,3,1,4,1,3,4
Rolling Meadows,IL,2,1,0,1,2,0
Rolling Prairie,IN,2,0,0,0,2,0
Rollinsford,NH,3,0,0,0,3,0
Roma,TX,2,0,2,0,2,2
Roma (Falcon),TX,1,0,0,0,1,0
Roma (Fronton),TX,1,2,1,2,1,1
Romance,AR,1,0,3,0,1,3
Rome,GA,226,41,22,41,226,22
Rome,ME,1,0,0,0,1,0
Rome,MI,1,1,0,1,1,0
Rome,NY,13,1,3,1,13,3
Rome,OH,1,0,1,0,1,1
Rome,WI,1,0,0,0,1,0
Rome City,IN,1,0,0,0,1,0
Romeo (Bruce Township),MI,2,1,0,1,2,0
Romeoville,IL,10,4,4,4,10,4
Romney,IN,1,0,0,0,1,0
Romney,WV,1,1,0,1,1,0
Romulus,MI,21,1,5,1,21,5
Romulus,NY,1,0,0,0,1,0
Ronan,MT,1,0,1,0,1,1
Ronceverte,WV,1,0,0,0,1,0
Ronkonkoma,NY,6,4,0,4,6,0
Ronkonkoma (Lake Ronkonkoma),NY,2,0,0,0,2,0
Roosevelt,NY,20,7,5,7,20,5
Roosevelt,UT,6,1,3,1,6,3
Roosevelt,WA,2,2,1,2,2,1
Roosevelt (Ballard),UT,2,0,2,0,2,2
Rootstown,OH,4,0,1,0,4,1
Roper,NC,1,1,0,1,1,0
Ropesville,TX,1,0,0,0,1,0
Rosalia,KS,1,0,1,0,1,1
Rosalia,WA,1,0,0,0,1,0
Rosamond,CA,14,6,5,6,14,5
Rosamond,IL,1,0,0,0,1,0
Roscoe,PA,1,1,0,1,1,0
Roscoe,SD,1,1,0,1,1,0
Roscommon (county),MI,1,1,1,1,1,1
Roscommon Township,MI,1,0,1,0,1,1
Rose,OK,2,1,1,1,2,1
Rose Bud,AR,2,1,2,1,2,2
Rose Creek,MN,1,0,0,0,1,0
Rose Hill,NC,2,1,1,1,2,1
Roseau,MN,1,0,0,0,1,0
Roseboro,NC,2,1,0,1,2,0
Rosebud,SD,2,2,1,2,2,1
Rosebud (Yankton Indian Reservation),SD,1,0,1,0,1,1
Roseburg,OR,15,15,18,15,15,18
Rosebush,MI,1,0,0,0,1,0
Rosedale,CA,1,1,0,1,1,0
Rosedale,MD,3,2,2,2,3,2
Rosedale,MS,1,0,2,0,1,2
Rosedale,NY,4,4,1,4,4,1
Rosedale,WV,2,0,1,0,2,1
Roseland,CA,1,0,0,0,1,0
Roseland,LA,3,1,2,1,3,2
Roseland,VA,1,1,0,1,1,0
Roselle,NJ,9,6,3,6,9,3
Roselle Park,NJ,2,0,0,0,2,0
Rosemead,CA,21,5,10,5,21,10
Rosemont,IL,1,0,1,0,1,1
Rosemount,MN,8,0,2,0,8,2
Rosenberg,TX,6,1,5,1,6,5
Rosendale,NY,3,0,0,0,3,0
Roseville,CA,18,12,3,12,18,3
Roseville,MI,23,7,5,7,23,5
Roseville,MN,5,2,0,2,5,0
Rosharon,TX,4,3,3,3,4,3
Rosholt (Alban),WI,1,0,0,0,1,0
Roslindale,MA,1,1,0,1,1,0
Roslyn,NY,2,0,0,0,2,0
Roslyn,PA,1,0,0,0,1,0
Roslyn,SD,1,0,1,0,1,1
Roslyn Heights,NY,1,0,0,0,1,0
Rosman,NC,1,0,0,0,1,0
Ross,OH,3,0,0,0,3,0
Ross (county),OH,5,2,0,2,5,0
Ross County,OH,3,2,0,2,3,0
Ross Township,PA,1,0,0,0,1,0
Rossford,OH,3,0,0,0,3,0
Rossmoor,CA,2,2,1,2,2,1
Rossville,GA,17,4,6,4,17,6
Rossville,IN,1,1,0,1,1,0
Rossville,TN,1,0,0,0,1,0
Roswell,GA,18,7,5,7,18,5
Roswell,NM,86,23,28,23,86,28
Rothschild,WI,5,3,5,3,5,5
Rotterdam,NY,1,0,1,0,1,1
Round Lake,IL,6,1,1,1,6,1
Round Lake (Hainesville),IL,1,0,1,0,1,1
Round Lake (Round Lake Beach),IL,2,2,0,2,2,0
Round Lake (Round Lake Heights),IL,1,0,0,0,1,0
Round Lake (Round Lake Park),IL,1,0,0,0,1,0
Round Lake (Volo),IL,1,0,0,0,1,0
Round Lake Beach,IL,1,0,1,0,1,1
Round O,SC,2,0,1,0,2,1
Round Rock,TN,1,0,1,0,1,1
Round Rock,TX,46,8,10,8,46,10
Roundup,MT,3,1,2,1,3,2
Rover,AR,1,1,0,1,1,0
Rowan,NC,1,0,1,0,1,1
Rowan (county),KY,1,0,0,0,1,0
Rowan (county),NC,7,2,1,2,7,1
Rowan County,NC,4,1,1,1,4,1
Rowe,VA,1,0,0,0,1,0
Rowland,NC,8,7,3,7,8,3
Rowland Heights,CA,4,0,1,0,4,1
Rowlett,TX,14,11,5,11,14,5
Rowletts,KY,1,0,0,0,1,0
Rowley,MA,3,1,0,1,3,0
Roxana,IL,1,0,0,0,1,0
Roxboro,NC,7,3,4,3,7,4
Roxbury,CT,1,0,1,0,1,1
Roxbury,KS,1,0,0,0,1,0
Roxbury,MA,5,0,1,0,5,1
Roxbury,NY,1,0,0,0,1,0
Roxbury,PA,1,0,0,0,1,0
Roxbury Township,NJ,1,0,2,0,1,2
Roxie,MS,1,0,1,0,1,1
Roxie (Cranfield),MS,1,2,0,2,1,0
Roxton,TX,1,0,1,0,1,1
Roy,UT,6,0,6,0,6,6
Roy,WA,7,3,3,3,7,3
Royal,IA,1,0,0,0,1,0
Royal City,WA,3,2,2,2,3,2
Royal Oak,MI,14,4,2,4,14,2
Royal Palm Beach,FL,23,4,1,4,23,1
Royalton,NY,1,0,2,0,1,2
Royalton,VT,2,0,0,0,2,0
Royersford (Limerick),PA,1,1,1,1,1,1
Royse City,TX,6,2,6,2,6,6
Royston,GA,3,0,0,0,3,0
Rubidoux,CA,1,2,1,2,1,1
Ruby,NY,1,0,0,0,1,0
Ruby,SC,1,0,0,0,1,0
Ruckersville,VA,2,1,0,1,2,0
Rudolph,WI,2,0,0,0,2,0
Rudy,AR,2,0,2,0,2,2
Rufe,OK,2,4,2,4,2,2
Ruffin,NC,2,2,0,2,2,0
Ruffin,SC,3,3,3,3,3,3
Ruffs Dale,PA,1,1,0,1,1,0
Ruidoso,NM,5,3,3,3,5,3
Ruidoso Downs,NM,1,1,0,1,1,0
Rumford,ME,4,1,0,1,4,0
Rumney,NH,1,0,1,0,1,1
Rumson,NJ,1,0,1,0,1,1
Runnemede,NJ,2,0,1,0,2,1
Running Springs,CA,5,2,3,2,5,3
Rupert,ID,5,2,2,2,5,2
Rural Hall,NC,5,4,1,4,5,1
Rural Retreat,VA,1,0,0,0,1,0
Rush,KY,1,0,1,0,1,1
Rush,NY,1,0,1,0,1,1
Rush (county),IN,1,0,0,0,1,0
Rush Springs,OK,1,1,1,1,1,1
Rushsylvania,OH,1,0,1,0,1,1
Rushville,IN,1,0,0,0,1,0
Rusk,TX,4,0,4,0,4,4
Rusk (county),TX,2,1,0,1,2,0
Rusk County,TX,1,0,1,0,1,1
Ruskin,FL,13,7,3,7,13,3
Russell,MS,1,0,0,0,1,0
Russell,NY,3,0,0,0,3,0
Russell,PA,1,0,1,0,1,1
Russell (Clare),NY,1,0,0,0,1,0
Russell (county),AL,1,0,0,0,1,0
Russell (county),VA,1,1,0,1,1,0
Russell Cave,KY,1,0,0,0,1,0
Russell County,KY,1,0,1,0,1,1
Russell County,VA,4,1,3,1,4,3
Russell Springs,KY,3,0,1,0,3,1
Russellville,AL,14,5,5,5,14,5
Russellville,AR,15,6,7,6,15,7
Russellville,KY,12,7,5,7,12,5
Russelville,WV,1,0,0,0,1,0
Russiaville,IN,2,1,4,1,2,4
Rustburg,VA,4,1,0,1,4,0
Ruston,LA,14,9,5,9,14,5
Ruston (Vernon),LA,3,1,0,1,3,0
Ruther Glen,VA,4,0,2,0,4,2
Rutherford,NJ,2,0,1,0,2,1
Rutherford,TN,2,1,0,1,2,0
Rutherford (county),NC,4,2,3,2,4,3
Rutherford (county),TN,3,0,1,0,3,1
Rutherford County,NC,1,1,0,1,1,0
Rutherford County,TN,4,1,0,1,4,0
Rutherfordton,NC,5,3,1,3,5,1
Ruthven,IA,1,0,0,0,1,0
Rutland,MA,3,0,0,0,3,0
Rutland,VT,16,2,0,2,16,0
Rutland,WI,1,1,0,1,1,0
Rutland (Mendon),VT,2,0,0,0,2,0
Rutledge,TN,2,2,0,2,2,0
Rye,CO,1,0,2,0,1,2
Rye,NH,5,1,1,1,5,1
Rye,NY,2,0,0,0,2,0
Rye Brook,NY,1,0,0,0,1,0
S Coffeyville (South Coffeyville),OK,1,0,0,0,1,0
Sabattus,ME,1,0,0,0,1,0
Sabetha,KS,1,1,0,1,1,0
Sabillasville,MD,1,0,1,0,1,1
Sabin,MN,2,1,0,1,2,0
Sabine Parish,LA,1,0,0,0,1,0
Sabine Pass,TX,2,0,2,0,2,2
Sac City,IA,1,1,0,1,1,0
Sacaton,AZ,1,0,1,0,1,1
Saco,ME,7,2,6,2,7,6
Sacramento,CA,477,309,180,309,477,180
Sacramento (Fruitridge),CA,2,0,1,0,2,1
Sacramento (county),CA,23,11,15,11,23,15
Sacramento County,CA,5,1,5,1,5,5
Saddle Brook,NJ,6,0,1,0,6,1
Sadieville,KY,1,0,0,0,1,0
Saegertown,PA,1,0,1,0,1,1
Safford,AL,2,0,1,0,2,1
Safford,AZ,4,1,0,1,4,0
Sagamore Beach,MA,2,1,0,1,2,0
Sagamore Hills,OH,1,0,0,0,1,0
Saginaw,MI,241,163,55,163,241,55
Saginaw,MN,1,0,0,0,1,0
Saginaw (county),MI,5,5,0,5,5,0
Saginaw Charter Township,MI,1,0,0,0,1,0
Saginaw Township,MI,3,2,1,2,3,1
Saguache,CO,1,0,1,0,1,1
Sahuarita,AZ,6,2,1,2,6,1
Saint Albans,ME,5,0,1,0,5,1
Saint Albans,NY,6,2,3,2,6,3
Saint Albans,VT,11,2,1,2,11,1
Saint Albans,WV,30,10,1,10,30,1
Saint Albans (Georgia),VT,3,0,0,0,3,0
Saint Albans (Jefferson),WV,2,1,1,1,2,1
Saint Albans (St Albans),VT,7,1,0,1,7,0
Saint Amant,LA,1,0,1,0,1,1
Saint Ann,MO,7,1,0,1,7,0
Saint Anne,IL,1,0,1,0,1,1
Saint Augustine,FL,64,24,18,24,64,18
Saint Augustine (Saint Augustine Beach),FL,1,0,0,0,1,0
Saint Augustine (St Augustine),FL,14,3,5,3,14,5
Saint Augustine Beach,FL,1,1,0,1,1,0
Saint Bernard (St Bernard),LA,1,0,0,0,1,0
Saint Charles,IL,7,3,3,3,7,3
Saint Charles,KY,1,0,1,0,1,1
Saint Charles,MO,22,7,8,7,22,8
Saint Charles (St Charles),IL,1,0,0,0,1,0
Saint Charles (Weldon Spring),MO,1,0,0,0,1,0
Saint Charles (county),MO,5,1,0,1,5,0
Saint Clair,MO,2,1,0,1,2,0
Saint Clair,PA,1,0,0,0,1,0
Saint Clair (county),AL,1,1,0,1,1,0
Saint Clair (county),IL,4,2,0,2,4,0
Saint Clair Shores,MI,5,1,1,1,5,1
Saint Clair Shores (St Clair Shores),MI,2,1,0,1,2,0
Saint Clairsville,OH,3,1,2,1,3,2
Saint Cloud,FL,16,5,7,5,16,7
Saint Cloud,MN,56,19,6,19,56,6
Saint Croix,IN,1,0,1,0,1,1
Saint Croix (county),WI,2,0,0,0,2,0
Saint Elizabeth,MO,1,0,0,0,1,0
Saint Elmo,IL,1,0,1,0,1,1
Saint Francis,KY,1,0,1,0,1,1
Saint Francis,ME,1,0,1,0,1,1
Saint Francis,MN,2,0,0,0,2,0
Saint Francis,WI,2,1,0,1,2,0
Saint Francisville,LA,2,1,1,1,2,1
Saint Gabriel,LA,4,2,4,2,4,4
Saint Gabriel (Iberville),LA,2,0,2,0,2,2
Saint George,KS,1,0,0,0,1,0
Saint George,SC,6,2,3,2,6,3
Saint George,UT,18,4,2,4,18,2
Saint George (St George),SC,2,1,0,1,2,0
Saint Helena Island,SC,59,27,1,27,59,1
Saint Helena Island (St Helena Is),SC,2,2,0,2,2,0
Saint Helens,OR,4,1,0,1,4,0
Saint Helens (St Helens),OR,2,2,0,2,2,0
Saint Ignace,MI,1,0,1,0,1,1
Saint Ignatius,MT,2,0,0,0,2,0
Saint James,LA,1,1,0,1,1,0
Saint James,MN,2,0,1,0,2,1
Saint James,MO,2,0,2,0,2,2
Saint James City (St James City),FL,1,0,0,0,1,0
Saint John,IN,4,2,1,2,4,1
Saint John,MO,1,0,1,0,1,1
Saint Johns,FL,5,2,1,2,5,1
Saint Johns,MI,2,1,1,1,2,1
Saint Johns (Fruit Cove),FL,2,1,0,1,2,0
Saint Johns (Julington Creek),FL,1,0,0,0,1,0
Saint Johns (St Johns),FL,1,0,1,0,1,1
Saint Johns (county),FL,5,0,1,0,5,1
Saint Johnsbury,VT,5,3,1,3,5,1
Saint Johnsbury (St Johnsbury),VT,2,0,0,0,2,0
Saint Joseph,IL,2,1,0,1,2,0
Saint Joseph,MI,7,2,8,2,7,8
Saint Joseph,MO,65,23,17,23,65,17
Saint Joseph,TN,1,1,0,1,1,0
Saint Joseph (St Joseph),MI,1,0,0,0,1,0
Saint Joseph (St Joseph),MO,6,6,0,6,6,0
Saint Landry,LA,2,0,0,0,2,0
Saint Landry (St Landry),LA,1,0,0,0,1,0
Saint Landry (county),LA,1,0,0,0,1,0
Saint Leonard (St Leonard),MD,2,0,0,0,2,0
Saint Louis,IL,3,1,3,1,3,3
Saint Louis,MO,2498,1782,916,1782,2498,916
