Law ID,state,FIPS Code,Law Class (num),Law Class,Law Class Subtype,Handguns or Long Guns,Effect,Type of Change
NM1029,New Mexico,35,1,background checks,sales from dealer : federal,long gun,Restrictive,Implement
NM1030,New Mexico,35,9,permit to purchase,,handgun,,
NM1031,New Mexico,35,9,permit to purchase,,long gun,,
NM1032,New Mexico,35,8,open carry,not restricted,long gun,,
NM1033,New Mexico,35,6,firearm sales restrictions,,handgun and long gun,,
NM1034,New Mexico,35,3,castle doctrine,,handgun and long gun,Permissive,Implement
NM1035,New Mexico,35,13,waiting period,federal,handgun,Restrictive,Implement
NM1036,New Mexico,35,13,waiting period,federal,handgun,Permissive,Repeal
NM1037,New Mexico,35,1,background checks,private sales,handgun,Restrictive,Implement
NM1038,New Mexico,35,1,background checks,private sales,long gun,Restrictive,Implement
NM1040,New Mexico,35,14,firearm removal at scene of domestic violence,,handgun and long gun,,
NM1041,New Mexico,35,13,firearms in college/university,,handgun and long gun,,
NM1042,New Mexico,35,13,firearms in college/university,public and private : CCW not allowed,handgun,Restrictive,Implement
NM1043,New Mexico,35,13,firearms in college/university,public and private : possession prohibited,handgun,Restrictive,Implement
NM1044,New Mexico,35,13,firearms in college/university,public and private : possession prohibited,long gun,Restrictive,Implement
NM1045,New Mexico,35,12,local laws preempted by state,,handgun and long gun,,
NM1046,New Mexico,35,12,local laws preempted by state,comprehensive,handgun and long gun,Permissive,Implement
NM1047,New Mexico,35,10,prohibited possessor,convicted of crime : removal,handgun and long gun,,
NM1048,New Mexico,35,11,required reporting of lost or stolen firearms,,handgun and long gun,,
NY1001,New York,36,1,background checks,permit to purchase,handgun,Restrictive,Implement
NY1002,New York,36,1,background checks,private sales,handgun,Restrictive,Implement
NY1003,New York,36,1,background checks,private sales,long gun,,
NY1004,New York,36,1,background checks,private sales,long gun,Restrictive,Implement
NY1005,New York,36,1,background checks,sales from dealer,handgun,Restrictive,Implement
NY1006,New York,36,1,background checks,sales from dealer,long gun,Restrictive,Implement
NY1007,New York,36,1,background checks,sales from dealer,long gun,,
NY1008,New York,36,2,carrying a concealed weapon (ccw),may issue,handgun,Permissive,Implement
NY1009,New York,36,3,castle doctrine,,handgun and long gun,Permissive,Modify
NY1010,New York,36,4,child access laws,intentional  reckless  or knowing provision,handgun and long gun,,
NY1011,New York,36,4,child access laws,negligent storage,handgun and long gun,,
NY1012,New York,36,5,dealer license,,long gun,,
NY1013,New York,36,6,firearm sales restrictions,assault weapons ban,handgun,Restrictive,Implement
NY1014,New York,36,9,permit to purchase,maximum waiting period,handgun,Restrictive,Implement
NY1016,New York,36,7,minimum age,youth possession,long gun,Restrictive,Implement
NY1017,New York,36,7,minimum age,purchase and sale,handgun,Restrictive,Implement
NY1018,New York,36,7,minimum age,purchase and sale,handgun,,
NY1020,New York,36,8,open carry,not restricted,handgun,,
NY1021,New York,36,8,open carry,prohibited,handgun,Restrictive,Implement
NY1022,New York,36,9,permit to purchase,,handgun,Restrictive,Modify
NY1024,New York,36,11,registration,,handgun,Restrictive,Implement
NY1025,New York,36,11,registration,,long gun,,
NY1026,New York,36,9,permit to purchase,,handgun,Restrictive,Implement
NY1027,New York,36,4,child access laws,intentional  reckless  or knowing provision,handgun and long gun,Restrictive,Implement
NY1028,New York,36,7,minimum age,youth possession,handgun,Restrictive,Implement
NY1029,New York,36,7,minimum age,purchase and sale,long gun,,
NY1030,New York,36,7,minimum age,youth possession,handgun,Restrictive,Implement
NY1032,New York,36,10,prohibited possessor,mental health : adjudicated as mentally incompetent//incapacitated/disabled,handgun and long gun,Restrictive,Implement
NY1033,New York,36,10,prohibited possessor,mental health : committed to mh facility,handgun and long gun,Restrictive,Implement
NY1034,New York,36,10,prohibited possessor,dvro : discretionary surrender,handgun and long gun,Restrictive,Implement
NY1035,New York,36,10,prohibited possessor,dvro : ex parte : discretionary surrender,handgun and long gun,Restrictive,Implement
NY1036,New York,36,10,prohibited possessor,erpo : expanded,handgun and long gun,Restrictive,Implement
NY1037,New York,36,10,prohibited possessor,erpo : ex parte,handgun and long gun,Restrictive,Implement
NY1038,New York,36,12,safety training required,,handgun,,
NY1039,New York,36,10,prohibited possessor,erpo,handgun and long gun,,
NY1040,New York,36,10,prohibited possessor,dvro,handgun and long gun,,
NY1041,New York,36,10,prohibited possessor,dvro : ex parte : expanded,handgun and long gun,Restrictive,Modify
NY1042,New York,36,10,prohibited possessor,dvro : expanded,handgun and long gun,Restrictive,Modify
NY1043,New York,36,6,firearm sales restrictions,assault weapons ban,long gun,Restrictive,Implement
NY1044,New York,36,12,safety training required,,long gun,,
NY1045,New York,36,1,background checks,sales from dealer : federal,handgun,Restrictive,Implement
NY1046,New York,36,1,background checks,sales from dealer : federal,long gun,Restrictive,Implement
NY1047,New York,36,8,open carry,not restricted,long gun,,
NY1048,New York,36,9,permit to purchase,,long gun,,
NY1049,New York,36,6,firearm sales restrictions,,handgun and long gun,,
NY1050,New York,36,3,castle doctrine,,handgun and long gun,Permissive,Implement
NY1051,New York,36,1,background checks,private sales,handgun,,
NY1052,New York,36,13,waiting period,,handgun,,
NY1053,New York,36,13,waiting period,,long gun,,
NY1054,New York,36,13,background checks,extra time,handgun,Restrictive,Implement
NY1055,New York,36,13,background checks,extra time,long gun,Restrictive,Implement
NY1056,New York,36,14,firearm removal at scene of domestic violence,,handgun and long gun,,
NY1057,New York,36,13,firearms in college/university,,handgun and long gun,,
NY1058,New York,36,13,firearms in college/university,public and private : CCW not allowed,handgun,Restrictive,Implement
NY1059,New York,36,13,firearms in college/university,public and private : possession prohibited,handgun,Restrictive,Implement
NY1060,New York,36,13,firearms in college/university,public and private : possession prohibited,long gun,Restrictive,Implement
NY1061,New York,36,12,local laws preempted by state,,handgun and long gun,,
NY1062,New York,36,10,prohibited possessor,convicted of crime : removal,handgun and long gun,,
NY1063,New York,36,11,required reporting of lost or stolen firearms,,handgun and long gun,,
NY1064,New York,36,11,required reporting of lost or stolen firearms,lost and stolen firearms,handgun,Restrictive,Implement
NY1065,New York,36,11,required reporting of lost or stolen firearms,lost and stolen firearms,long gun,Restrictive,Implement
NC1001,North Carolina,37,1,background checks,permit to purchase,handgun,Restrictive,Implement
NC1002,North Carolina,37,1,background checks,private sales,handgun,,
NC1003,North Carolina,37,1,background checks,sales from dealer,handgun,Restrictive,Implement
NC1004,North Carolina,37,1,background checks,sales from dealer,handgun,,
NC1005,North Carolina,37,2,carrying a concealed weapon (ccw),prohibited,handgun,Restrictive,Implement
NC1006,North Carolina,37,2,carrying a concealed weapon (ccw),shall issue,handgun,Permissive,Modify
NC1007,North Carolina,37,3,castle doctrine,,handgun and long gun,Permissive,Implement
NC1008,North Carolina,37,3,castle doctrine,stand your ground,handgun and long gun,Permissive,Modify
NC1009,North Carolina,37,4,child access laws,intentional  reckless  or knowing provision,handgun and long gun,,
NC1010,North Carolina,37,4,child access laws,negligent storage,handgun and long gun,Restrictive,Implement
NC1011,North Carolina,37,5,dealer license,,long gun,Restrictive,Implement
NC1012,North Carolina,37,5,dealer license,,long gun,Permissive,Repeal
NC1013,North Carolina,37,9,permit to purchase,maximum waiting period,handgun,Restrictive,Implement
NC1014,North Carolina,37,7,minimum age,youth possession,handgun,Restrictive,Implement
NC1015,North Carolina,37,7,minimum age,youth possession,handgun,,
NC1016,North Carolina,37,7,minimum age,purchase and sale,handgun,Restrictive,Implement
NC1017,North Carolina,37,7,minimum age,purchase and sale,long gun,,
NC1019,North Carolina,37,8,open carry,not restricted,handgun,,
NC1021,North Carolina,37,11,registration,,handgun,,
NC1022,North Carolina,37,9,permit to purchase,,handgun,Restrictive,Implement
NC1023,North Carolina,37,1,background checks,sales from dealer,long gun,,
NC1024,North Carolina,37,9,permit to purchase,maximum waiting period,handgun,Permissive,Modify
NC1026,North Carolina,37,1,background checks,private sales,long gun,,
NC1027,North Carolina,37,4,child access laws,negligent storage,handgun and long gun,,
NC1028,North Carolina,37,5,dealer license,,handgun,Restrictive,Implement
NC1029,North Carolina,37,5,dealer license,,handgun,Permissive,Repeal
NC1030,North Carolina,37,11,registration,,long gun,,
NC1031,North Carolina,37,10,prohibited possessor,mental health : adjudicated as mentally incompetent//incapacitated/disabled,handgun and long gun,Restrictive,Implement
NC1032,North Carolina,37,10,prohibited possessor,mental health : committed to mh facility,handgun and long gun,Restrictive,Implement
NC1033,North Carolina,37,10,prohibited possessor,dvro : expanded : discretionary : surrender,handgun and long gun,Restrictive,Implement
NC1034,North Carolina,37,10,prohibited possessor,dvro : ex parte : expanded : discretionary : surrender,handgun and long gun,Restrictive,Implement
NC1035,North Carolina,37,12,safety training required,,handgun,,
NC1036,North Carolina,37,10,prohibited possessor,erpo,handgun and long gun,,
NC1037,North Carolina,37,10,prohibited possessor,dvro,handgun and long gun,,
NC1038,North Carolina,37,12,safety training required,,long gun,,
NC1039,North Carolina,37,7,minimum age,youth possession,long gun,,
NC1040,North Carolina,37,10,prohibited possessor,mental health,handgun and long gun,,
NC1041,North Carolina,37,1,background checks,sales from dealer : federal,handgun,Restrictive,Implement
NC1042,North Carolina,37,1,background checks,sales from dealer : federal,long gun,Restrictive,Implement
NC1043,North Carolina,37,8,open carry,not restricted,long gun,,
NC1044,North Carolina,37,6,firearm sales restrictions,,handgun and long gun,,
NC1045,North Carolina,37,9,permit to purchase,,long gun,,
NC1046,North Carolina,37,1,background checks,private sales,handgun,Restrictive,Implement
NC1047,North Carolina,37,14,firearm removal at scene of domestic violence,,handgun and long gun,,
NC1048,North Carolina,37,13,firearms in college/university,public and private : CCW not allowed,handgun,Restrictive,Implement
NC1049,North Carolina,37,13,firearms in college/university,public and private : possession prohibited,handgun,Restrictive,Implement
NC1050,North Carolina,37,13,firearms in college/university,public and private : possession prohibited,long gun,Restrictive,Implement
NC1051,North Carolina,37,12,local laws preempted by state,,handgun and long gun,,
NC1052,North Carolina,37,12,local laws preempted by state,comprehensive,handgun and long gun,Permissive,Implement
NC1053,North Carolina,37,10,prohibited possessor,convicted of crime : removal,handgun and long gun,,
NC1054,North Carolina,37,11,required reporting of lost or stolen firearms,,handgun and long gun,,
ND1001,North Dakota,38,1,background checks,private sales,handgun,,
ND1002,North Dakota,38,1,background checks,sales from dealer,handgun,,
ND1003,North Dakota,38,2,carrying a concealed weapon (ccw),prohibited,handgun,Restrictive,Implement
ND1004,North Dakota,38,2,carrying a concealed weapon (ccw),shall issue,handgun,Permissive,Modify
ND1005,North Dakota,38,3,castle doctrine,expanded 1,handgun and long gun,Permissive,Modify
ND1006,North Dakota,38,4,child access laws,intentional  reckless  or knowing provision,handgun and long gun,,
ND1007,North Dakota,38,5,dealer license,,handgun,,
ND1008,North Dakota,38,7,minimum age,youth possession,handgun,Restrictive,Implement
ND1009,North Dakota,38,7,minimum age,youth possession,handgun,,
ND1010,North Dakota,38,7,minimum age,purchase and sale,handgun,Restrictive,Implement
ND1011,North Dakota,38,7,minimum age,purchase and sale,handgun,,
ND1013,North Dakota,38,8,open carry,limited,handgun,Permissive,Implement
ND1014,North Dakota,38,8,open carry,not restricted,handgun,,
ND1017,North Dakota,38,7,minimum age,purchase and sale,long gun,,
ND1018,North Dakota,38,1,background checks,sales from dealer,long gun,,
ND1019,North Dakota,38,1,background checks,private sales,long gun,,
ND1020,North Dakota,38,4,child access laws,negligent storage,handgun and long gun,,
ND1021,North Dakota,38,5,dealer license,,long gun,,
ND1022,North Dakota,38,11,registration,,long gun,,
ND1023,North Dakota,38,10,prohibited possessor,mental health : committed to mh facility,handgun and long gun,Restrictive,Implement
ND1024,North Dakota,38,10,prohibited possessor,dvro : expanded : discretionary : surrender,handgun and long gun,Restrictive,Implement
ND1025,North Dakota,38,10,prohibited possessor,dvro : ex parte : expanded : discretionary : surrender,handgun and long gun,Restrictive,Implement
ND1026,North Dakota,38,12,safety training required,,handgun,,
ND1027,North Dakota,38,2,carrying a concealed weapon (ccw),shall issue (permit not required),handgun,Permissive,Modify
ND1028,North Dakota,38,10,prohibited possessor,erpo,handgun and long gun,,
ND1029,North Dakota,38,10,prohibited possessor,dvro,handgun and long gun,,
ND1030,North Dakota,38,12,safety training required,,long gun,,
ND1031,North Dakota,38,7,minimum age,youth possession,long gun,,
ND1032,North Dakota,38,10,prohibited possessor,mental health,handgun and long gun,,
ND1033,North Dakota,38,1,background checks,sales from dealer : federal,handgun,Restrictive,Implement
ND1034,North Dakota,38,1,background checks,sales from dealer : federal,long gun,Restrictive,Implement
ND1035,North Dakota,38,8,open carry,not restricted,long gun,,
ND1036,North Dakota,38,6,firearm sales restrictions,,handgun and long gun,,
ND1037,North Dakota,38,9,permit to purchase,,handgun,,
ND1038,North Dakota,38,9,permit to purchase,,long gun,,
ND1039,North Dakota,38,3,castle doctrine,,handgun and long gun,Permissive,Implement
ND1040,North Dakota,38,13,waiting period,federal,handgun,Restrictive,Implement
ND1041,North Dakota,38,13,waiting period,federal,handgun,Permissive,Repeal
ND1042,North Dakota,38,14,firearm removal at scene of domestic violence,,handgun and long gun,,
ND1043,North Dakota,38,13,firearms in college/university,,handgun and long gun,,
ND1044,North Dakota,38,12,local laws preempted by state,,handgun and long gun,,
ND1045,North Dakota,38,12,local laws preempted by state,comprehensive,handgun and long gun,Permissive,Implement
ND1046,North Dakota,38,10,prohibited possessor,convicted of crime : removal,handgun and long gun,,
